Quote,Speaker,Year
"I, Stuart Alexander Nash, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",Hon STUART NASH,2020
"Ko ahau, ko Debbie Anne Ngarewa-Packer, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, Debbie Anne Ngarewa-Packer, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her",DEBBIE NGAREWA-PACKER,2020
"Almighty God, we give thanks for the blessings which have been bestowed on us. Laying aside all personal interests, we acknowledge the King and pray for guidance in our deliberations, that we may conduct the affairs of this House with wisdom, justice, mercy, and humility for the welfare and peace of New Zealand. Amen.",SPEAKER,2025
"Today, the House will adjourn until Tuesday, 4 November.",Hon CHRIS BISHOP,2025
Yay!,Hon Tama Potaka,2025
"Indeed. That week, the House will consider the Education and Training Amendment Bill (No 2), the Medicines Amendment Bill, and the Land Transport Management (Time of Use Charging) Amendment Bill. Wednesday morning will see extended hours for the consideration of Treaty of Waitangi settlement legislation. On Thursday, there'll be extended hours for Government business, and, in the afternoon, Mike Davidson MP will deliver his maiden statement, and there'll have a one-hour special debate on the report of the Finance and Expenditure Committee on its inquiry into banking competition.",Hon CHRIS BISHOP,2025
No petitions have been presented to the Clerk for presentation. Ministers have delivered five papers.,SPEAKER,2025
"The 2024-25 annual reports of: the Broadcasting Standards Authority New Zealand On Air, and the Registrar of the Environment Court the 2025-26 statements of performance expectations for the: Broadcasting Standards Authority, and New Zealand On Air.",CLERK,2025
I present the 2025-2030 Strategic Intentions of the Office of the Ombudsman. Those papers are published under the authority of the House. Five select committee reports have been delivered for presentation.,SPEAKER,2025
"Reports of the Education and Workforce Committee on: the petition of Dr Lawrence Xu-Nan MP, and the petition of Sophie Liu reports of the Environment Committee on: the briefing on BIOFIN, and the inquiry into seabed mining in New Zealand report of the Finance and Expenditure Committee on the review briefing on the 2023-24 annual review of New Zealand Green Investment Finance Limited.",CLERK,2025
"The reports on the briefing, the inquiry, and the review briefing are set down for consideration. The Clerk has been informed of the introduction of two bills.",SPEAKER,2025
"Deepfake Digital Harm and Exploitation Bill, introduction, and Social Media Age-Restricted Users Bill, introduction.",CLERK,2025
Those bills are set down for first reading.,SPEAKER,2025
How is the Government ensuring that New Zealand's firefighters are properly equipped and resourced to safely respond to fires happening across Aotearoa recently?,Teanau Tuiono,2025
"on behalf of the Minister of Internal Affairs: I answered a near identical question at great length yesterday, and I would like to refer the member to those answers. I would also like to give thanks to the work of Fire and Emergency New Zealand (FENZ) at this very difficult time with several areas under a state of emergency with fires and severe weather. Their work is always invaluable and deeply valued by New Zealanders on a day like today.",Hon DAVID SEYMOUR,2025
"Are firefighters correct when they say they have to work with equipment that consistently breaks down, with no fleet replacement strategy, and are right now across the country putting their safety at risk protecting our communities from severe weather?",Teanau Tuiono,2025
"On behalf of the Minister of Internal Affairs, I don't believe that that statement is correct. The Government in the last two years has seen FENZ introduce an asset management plan, which had not been put in place, for some reason, between 2017 and 2023 after FENZ was formed from the voluntary and professional wings of New Zealand's firefighting. The replacement schedule for fire appliances I traversed in detail yesterday, but the Government currently has, I believe, 78 appliances on order. They tend to take 18 to 24 months to deliver because they're highly specialised equipment; five of those are aerial. In total, FENZ is spending around $20 million to $25 million each year on upgrading fire appliances.",Hon DAVID SEYMOUR,2025
"Is it correct that in the past year the fire truck compliance servicing provider has done 446 emergency callouts, more than one a day, due to breakdowns of the ageing fleet?",Teanau Tuiono,2025
"On behalf of the Minister of Internal Affairs, I don't have verification of that exact figure in front of me, but it may well be true. There are thousands of fire appliances in New Zealand. Of course, if there was to be one callout for a breakdown each day, then that's something, perhaps, the member could imagine.",Hon DAVID SEYMOUR,2025
"Is it correct that the state of the fire appliances is dire and failing, leaving firefighters stranded on the way to calls, at station, or even at incidents without water while internal firefighting?",Teanau Tuiono,2025
"On behalf of the Minister of Internal Affairs, no, that characterisation is not correct. I've been advised that, for example, there has only been one recent breakdown that led to a two-minute delay in getting to a fire\'97that's in the past several months, at least. So I think the characterisation of routine breakdowns and danger is simply not sustainable. I do note that due to current industrial negotiations, there appears to be a concerted campaign by some in the fire service, and particularly the New Zealand Professional Firefighters Union, to try and emphasise any incident and present it as being routine when, in fact, that characterisation is not true.",Hon DAVID SEYMOUR,2025
Does he stand by all his Government's statements and actions?,Hon Carmel Sepuloni,2025
"on behalf of the Prime Minister: Yes, and I would particularly like to reference the efforts of our Minister for Children, Karen Chhour, in improving the safety of children in residences. That has come down 14 percent in the last two years. It's the first time that there has been a reduction of harm to children in State care, as we understand it, in the country's history. That is really quite an achievement, and a poignant one in the wake of the royal commission, which laid bare the history of brutality that has affected so many people and damaged them for life. This is very good news, and it has come because of a precise and deliberate set of actions by the Minister to improve the quality of staffing, to require staff to wear uniforms, to crack down on contraband\'97for example, by requiring staff to have clear bags so that they couldn't smuggle contraband in\'97and by proactively managing behaviour in the sites. All of this has led to a 14 percent reduction in young people being harmed. That is really fixing what matters and is a good example of what the Labour Party should be thinking about.",Hon DAVID SEYMOUR,2025
"Does he stand by his statement ""We're ready to meet with the unions at any time.""; if so, why is Fire and Emergency New Zealand refusing to turn up to scheduled bargaining with the Professional Firefighters Union?",Hon Carmel Sepuloni,2025
"I certainly do stand by that statement, and I understand that, within 10 minutes of me answering a question on behalf of another Minister yesterday, the Professional Firefighters Union got back in touch, wanting\'97",Hon DAVID SEYMOUR,2025
You corrected it\'97you corrected yourself.,Hon Peeni Henare,2025
"I did. Actually, I was so effective at answering the question, praising these backbone firefighters, that they decided they did want to come back to the table 10 minutes after I answered the question. That's very effective question answering, I have to say.",Hon DAVID SEYMOUR,2025
Why do Government board members deserve an 80 percent pay rise while teachers get an effective pay cut?,Hon Carmel Sepuloni,2025
"The Government's intention is that when we have serious large assets\'97for example, I refer to Pharmac; that is something that spends $2 billion a year, nearly, on medicines for sick New Zealanders. Now, we want to ensure that the governance\'97the board of that agency\'97are paid at a rate that is at least almost comparable to what the same directors would get for private sector companies. There's a real contradiction for the Labour Party here: they want the State to do more, they want more Government agencies to do more stuff\'97to invest in video games, to start sovereign wealth funds\'97and yet they don't want to pay the people directing these proposed entities, or even the current ones, even nearly as much as directors get in the private sector. That had to be rectified. In relation to teachers, in the last three years, there has been a 14.5 percent increase in pay for teachers. That is a lot more than many of the New Zealanders who are paying the taxes, making arrangements today around the strikes to have someone look after their kids\'97it's a lot more than they've got lately. For that reason, the Government needs to balance the interests of Kiwis. There needs to be a sense of realism and a connection between those who are paying the taxes and those who are receiving money from the taxpayer.",Hon DAVID SEYMOUR,2025
Why do tobacco companies deserve $300 million while nurses are being offered an effective pay cut?,Hon Carmel Sepuloni,2025
"It is simply a mischaracterisation for the Labour Party to say that tobacco companies have been given $300 million. That simply has not happened. What the Government has done is say that if there is a nicotine-based product that is safer, that has less impact on people's health, and has less impact on the health system, then it should be taxed in proportion to the amount of harm done. Now, the Opposition know this because, when they were in Government, they said there should be zero tax on vapes, because they too subscribed to the principle\'97although the problem is that they don't know it, because they wouldn't know a principle if they tripped over one.",Hon DAVID SEYMOUR,2025
"Why is he willing to spend $44,000 on a helicopter trip for his Instagram\'97the equivalent of nine months' base salary for the firefighters he is offering an effective pay cut to?",Hon Carmel Sepuloni,2025
"On behalf of the Prime Minister, this is the problem. You see, the relationship between New Zealand and Australia is one of the most, if not the most, important relationships between two countries anywhere in the world. That's why we have a meeting and actually invest in our relationship between the New Zealand Prime Minister and the Australian Prime Minister. But the Labour Party says it was for Instagram. You see, that's why they think people do politics\'97for Instagram\'97and that is the problem with the Labour Party today. That is why they're over there, and we adults are over here.",Hon DAVID SEYMOUR,2025
"Should New Zealand workers, doctors, nurses, teachers, and firefighters accept a pay rise below inflation; yes or no?",Hon Carmel Sepuloni,2025
"The Speaker will tell you that you cannot demand yes or no answers. The simple fact is that this Government is balancing the needs of New Zealanders as patients, as taxpayers, and as public health workers. We have to balance all of these, and the offers that have been put on the table are designed to do that\'97to bring people together and connect the needs and the means of New Zealanders with the demands and the pressures from union organisers.",Hon DAVID SEYMOUR,2025
"How can he complain about doctors, firefighters, nurses, and teachers unions not acting in good faith when he is threatening to limit their ability to strike because they won't settle for pay rises that don't even match inflation?",Hon Carmel Sepuloni,2025
"Yesterday, the Prime Minister was asked about this precise matter and said he was not aware that that's what the Government is doing. So, again, this is misinformation from the Opposition.",Hon DAVID SEYMOUR,2025
"Why is he not willing to negotiate with teachers, firefighters, and nurses about fair pay but is willing to negotiate a rates rebate on his $10.5 million mansion?",Hon Carmel Sepuloni,2025
"A couple of things about that: first of all, the Prime Minister is absolutely willing to negotiate with the unions. In fact, the Government has been saying, through the Public Service Commission, that we are prepared to meet and work through the weekend to get a deal to avoid these strikes. The Government is here making the offers, trying to get the Public Service back to work in order for people to be served and we can make a balanced Budget on behalf of New Zealanders for all of our economic future. Now, on the comment about the Prime Minister's personal capacity and his personal residence, there's no responsibility for that except to say that there is a tone that if someone's worked hard all their life and done well, they should be dragged down and they should be embarrassed about their success and having a nice place on Waiheke. Well, actually, on this side of the House we say that success is a good thing and tall poppy is bad.",Hon DAVID SEYMOUR,2025
"I'll just make the point that bringing members' personal circumstances into the House has not been encouraged in the past, and there are any number of reasons why that would be the case, certainly not the least of which is that we come here to represent constituents and not necessarily attack each other.",SPEAKER,2025
What recent reports has she seen on the economy?,Suze Redmayne,2025
"On Tuesday, Stats NZ released the latest monthly trade figures, which cover imports and exports of goods. This data release shows how well New Zealand's exporters are performing. Seasonally adjusted export values were up 0.9 percent in September, following increases of 7 percent in August and 2.2 percent in July. Taking an annual view, in the year to September export values were up 13.5 percent over the previous year. This, of course, reflects the hard work of Kiwis employed across exporting sectors, which support one in four jobs.",Hon NICOLA WILLIS,2025
What types of exports have been doing well?,Suze Redmayne,2025
New Zealanders going to Aussie.,Hon Willow-Jean Prime,2025
"Dairy, meat, fruit, and wood together make up over half of New Zealand's goods exports, and these figures are something to celebrate even though Willow-Jean Prime seems to disagree. New Zealand has a well deserved reputation for safe, high-quality food and fibre, and in the year to September dairy exports were up 23 percent compared to the same period last year. Meat exports were up 18 percent, fruit up 33 percent, and wood up 8 percent. Stats NZ notes that a stand-out performer is kiwifruit, now a $4.5 billion a year industry, up from $2.6 billion just two years ago. That is a powerful example of innovation, productivity, and global demand delivering real value for New Zealand.",Hon NICOLA WILLIS,2025
Which export markets have seen an increase?,Suze Redmayne,2025
"Well, export values have risen across almost all of New Zealand's overseas markets. In the year to September, goods exports to China increased 15 percent, those to Australia increased 10 percent compared to same period a year ago, and despite higher tariffs New Zealand's goods exports to the United States continue to grow. In the year to September, they were up 8 percent compared to the previous year, with an increase in meat exports being the main driver.",Hon NICOLA WILLIS,2025
What does this mean for New Zealand's trade balance?,Suze Redmayne,2025
"For the past 30 years, New Zealand has typically recorded an annual goods trade deficit\'97that is, we import more than we export. This deficit reached its highest levels in 2022 and 2023, peaking at a whopping $17 billion. Since then, it has narrowed considerably. This week's data shows an annual trade deficit of only $2 billion. That improvement is flowing through to the balance of payments. The current account deficit was a record 9 percent in the year to December 2022. It is now down to 3.7 percent in the year to June 2025, and further improvement is expected in the September quarter, driven by continuing strong growth in exports. It's always a good day to thank the farmers.",Hon NICOLA WILLIS,2025
What is the Government doing to support the export industry?,Suze Redmayne,2025
"The Government is doing a lot to help that sector, including with a very ambitious trade agenda. Since coming into Government, we have concluded a trade agreement with the Gulf Cooperation Council; concluded, signed, and entered into force a trade agreement with the United Arab Emirates; expedited early entry into force of the agreement with the European Union; launched formal negotiations with India; and we are pursuing new opportunities across South-east Asia. New Zealand makes things the world wants to buy, and the Government will keep backing hard-working Kiwi exporters.",Hon NICOLA WILLIS,2025
E tautoko ana ia i ng\uc0\u257  k\u333 rero me ng\u257  mahi katoa a t\u333 na K\u257 wanatanga? [Does she stand by all of the Government's statements and actions?],Dr Lawrence Xu-Nan,2025
"Yes, within the bounds of my ministerial responsibility.",Hon ERICA STANFORD,2025
What? We can't hear.,Hon Members,2025
"Look, there is always a lot of noise going on in the House. I will ask\'97",SPEAKER,2025
"If you shut up, you might listen.",Hon Chris Bishop,2025
Why are you talking while I am? I will ask the Minister to speak more clearly into the microphone but not repeat the answer.,SPEAKER,2025
Why is she condemning basic requests for decent pay and working conditions when we lose 50 percent of secondary school teachers in the first five years?,Dr Lawrence Xu-Nan,2025
"I'm sorry, I missed the second part of that question. Could you say it again?",Hon ERICA STANFORD,2025
Why is she condemning basic requests for decent pay and working conditions when we lose 50 percent of high school teachers in the first five years?,Dr Lawrence Xu-Nan,2025
The simple answer is we're not.,Hon ERICA STANFORD,2025
"Does she stand by her statement, ""We have so many brilliant teachers, and when we back them we get results"", and, if so, does she think backing teachers means pitting them and unions against wh\uc0\u257 nau and students?",Dr Lawrence Xu-Nan,2025
"Well, no. What I have been very clear on is the fact that we have been backing our amazing teachers for the last 18 months with the incredible amount of resource that we have been delivering straight to the front line. The three-quarters of a billion dollars of learning support that they so desperately have been asking for. The pathways to principalship, which we have recently announced. The fact that we are paying their teacher registration fees. The professional learning and development opportunities that we have been giving them over the last 18 months\'97tens of millions of dollars' worth. We have been at the table; we have delivered good pay offers. But it's a shame that one of the unions hasn't even bothered to take it to their members. If they were at the bargaining table, like the Primary Principals' Collective Bargaining Union, there would be a good outcome, but they're not.",Hon ERICA STANFORD,2025
"Is it backing teachers to have 55 percent\'97well over the OECD average of 33 percent\'97reporting that their stress is due to keeping up with curriculum or programme changes, especially when schools are already unable to properly staff existing subjects?",Dr Lawrence Xu-Nan,2025
"Well, that's exactly why this week and next week we've been holding the curriculum roadshow, with hundreds of principals and leaders in venues across the country.",Hon ERICA STANFORD,2025
"Just a minute. You can't, on the one hand, complain that you can't hear what's being said, and then speak over the Minister answering. We'll hear the rest of the question in silence.",SPEAKER,2025
"That's why we have been holding curriculum road shows up and down the country this week, with the intent of unpacking the new curriculum, talking about all of the supports\'97",Hon ERICA STANFORD,2025
How's that going?,Hon Ginny Andersen,2025
\'97and implementation\'97,Hon ERICA STANFORD,2025
Really well.,Hon Chris Bishop,2025
"\'97that have been offered to schools and teachers across the country. It has been going really well. We have been completely packed out. In fact, in Auckland we are oversubscribed because teachers and principals and leaders of curriculum can see the value in turning up to these road shows. But what I would say to the unions is the fact that they told principals and teachers to boycott the very thing",Hon ERICA STANFORD,2025
"Members, the House is in committee on the Parliament Bill and the Land Transport Management (Time of Use Charging) Amendment Bill. We will start with the Parliament Bill. \'95 PARLIAMENT BILL In Committee Part 1 Preliminary provisions and Schedule 1. We come first to Part 1. Part 1 is the debate on clauses 3 to 8, ""Preliminary provisions"" and ""Schedule 1"". The question is that Part 1 stand part. The question is that the Minister's amendment\'97",CHAIRPERSON (Barbara Kuriger),2025
"Madam Speaker? Madam Chair, rather.",Rt Hon Adrian Rurawhe,2025
"Oh, well, I'm going to make an exception this time because there were a few people wandering around and I did not see the member who ably chaired the Parliament Bill Committee, so I'll take a call: the Rt Hon Adrian Rurawhe.",CHAIRPERSON (Barbara Kuriger),2025
"Thank you, Madam Chair; I'm out of practice. I just wanted to make a brief call on Part 1 of the bill, basically to say that it's important and correct and right that these four pieces of legislation be brought together into one new piece of legislation. The only other point that I would make\'97and it will become relevant later on in the debate\'97is that it does not include the Official Information Act. Why I say that is because several submitters made submissions on the Official Information Act to bring Parliament's information under that as well. Those were deemed, by the committee, to be out of scope of this bill. That's my brief introduction, Madam Chair. Thank you for the opportunity.",Rt Hon ADRIAN RURAWHE,2025
"Kia ora, Madam Chair. As we begin the committee stage of this bill, I do look at Part 1 and the purpose, clause 3. As it says currently, ""The purpose of this Act is to consolidate and modernise the law about operating and administering Parliament."" The reason I'd be interested in the Minister making a contribution is just for the public to understand what this is about, because I very much think this bill is about this place and about the people in this place and how it's funded, and the goings-on. We don't want to labour the committee stage, but we do want to be seen to actually prosecute and to ask some questions to give confidence to the public so that they understand what this bill is about\'97and it's not just for us as MPs finding a way, I guess, to feather our nest or to make it easy for us, but it's to help make the system better.",GLEN BENNETT,2025
"Thank you, Madam Chair. This is an important bill. I thank members of the Opposition, and others, for their constructive engagement on this. We had a special select committee on this, which, I think, as duly appropriate, it was well chaired by former Speaker the Rt Hon Adrian Rurawhe\'97and thank you for his contribution. This is an important piece of legislation and probably one that's a little bit overdue and one that past Governments and past parliaments have looked at. It brings together the Clerk of the House of Representatives Act 1988, the Parliamentary Service Act 2000, the Members of Parliament (Remuneration and Services) Act 2013, and the Parliamentary Privilege Act 2014. There are a couple of things going on there. One is that if you want to understand how Parliament operates and how it's funded and what its powers are and all of the legislation to do with Parliament, there isn't one place to find it; you've got to go and look at those four Acts. This, if it becomes law and the House approves it, will become the Parliament Act 2025 and it will be the one place. Now, people might say, ""Well, bringing together legislation, that doesn't really seem like much of a deal."", but, actually, it's important to the rule of law and cogency of the statute book that we don't have random pieces of legislation that do different things but all actually relate to the same topic\'97or, in this case, relate to the same institutions: the very important home of our democracy. The second thing is that some of these statutes are quite out of date. The last time we went through a serious round of kind of parliamentary reform was actually in Sir Geoffrey Palmer's day, that great reform period of 1987 through 1990\'97a bit controversial, in some respects, for some, but, from a parliamentary point of view, quite a lot was done by Sir Geoffrey back then, as Attorney-General and Minister of Justice and Leader of the House, to create, essentially, the modern-day foundations of the Parliament: the select committee system, for example. But the Clerk of the House of Representatives got its own Act back in 1988 during that period. The Parliamentary Services Act 2000 is now 25 years old, as well. So it is about modernising this legislation. In relation to the Parliamentary Privilege Act, Parliament went through an exercise soon after I became an MP\'97or it might have been contemporaneously when I became the MP\'97about responding to the judgment of Attorney-General v Leigh, from memory, and there was another case as well in which it became, without boring the committee, really clear that Parliament had to reassert the traditional privileges that exist for all members of this House around freedom of speech and put into statute some common law rights that have, perhaps, at least arguably, contestably at law didn't exist or we needed to make clear that they did exist. So the Parliamentary Privilege Act was a response to court judgments and now it's going to be a part of the Parliament Act. There are some important changes that the Parliament Bill, this bill, makes in relation to parliamentary security, which, no doubt, we'll get to. It also, importantly, changes the funding model, and, in particular, it gives Parliament more independence from the executive in relation to the funding of Parliament. In our Westminster system, with our fused executive and legislature, by definition, the Government governs and controls the Budget, but, actually, Parliament is its own separate institution. There's always been a natural tension there\'97which, actually, to be honest, you can't get rid of entirely\'97between the operation of the funding of Parliament, the legislature, its own institution, and the executive, which, by definition, is only the executive because it has control of the Parliament; if that wasn't the case, they wouldn't be the executive. So what this bill does is put in place a more independent process in which the House is in charge of its own budgets, there is some involvement of the executive but it's a step forward from the status quo where I think most people would say it's more biased towards the Government. That hasn't really been a problem, to be honest\'97I hope both sides of the House would agree",Hon CHRIS BISHOP,2025
"Kia ora, Madam Chair. Clause 52 is around the ""House of Representatives may add \'85 to parliamentary precincts"". Obviously, we have the current precinct where it's at\'97well, the three buildings, and buildings that are currently being built. I just want to seek clarification that this, obviously, is around\'97I mean, the initial purchase of the land back in 1867, or whenever it was, can be dubious, in many ways. I'm just wanting to seek clarification from the Minister that whenever we talk about adding land to the parliamentary precinct, this, obviously, will be in a way that fits in with current laws and isn't about acquiring land, but is around doing right by modern laws. Also, the ability for members or the Business Committee to look at what the parliamentary precinct is: does that fit into the space in terms of whether Parliament is able to not just purchase more land, but actually add to the precinct? For example, Defence House, behind us, is becoming part of the precinct. I just want to clarify that that obviously all sits quite clearly and making sure that however land is acquired in the future, it is done in a way that honours current laws and honours our commitment to the Treaty.",GLEN BENNETT,2025
"Just in relation to a couple of comments made, they're both really important points. Mr Rurawhe talks about the Deputy Speaker; that is a really important point in Part 3 of this bill. The Parliamentary Service Act 2000 makes it clear that the Deputy Speaker can have the functions and powers of the Speaker, but it's unclear in the Clerk of the House of Representatives Act 1988. This goes back to the starting point, which is that the Act was written in 1988 and needs updating. So this makes it crystal clear that the Deputy Speaker can exercise the functions of the Speaker. In relation to Glen Bennett's point around clause 52, this is a bit of a carry-over provision, but it makes it clear that the ""parliamentary precincts"" in clause 53 are Parliament buildings, including the very important executive wing, of course, and Part 1 of Schedule 2 and Part 2 of Schedule 2 have the indicative map of the land. The key point is that there's flexibility for Parliament in the future if it chooses to grow and expand. In fact, there's a process under way around that at the moment, but it just gives some flexibility so that, by resolution, the House can expand the grounds without having to go through a legislative change, because being on the parliamentary grounds has a particular meaning for Parliament, not the least of which is leave. And before any honourable member asks: yes, there would be the ability to extend that to places of ill repute near Parliament, but there is no current proposal on the table to do that and, I hasten to add, for everyone listening, the Government is not intending to do that.",Hon CHRIS BISHOP,2025
"I believe I'm on the right part now, Madam Chair. I just want to draw the Minister's attention to clause 55. It talks about the Speaker controlling and administering the parliamentary precincts. It talks specifically about the powers that are vested in the Speaker, and then it kind of self-refers, in subclause (2), to subclause (1), but it's pretty unclear about what the precincts mean. I'm thinking of a specific example here. For example, is it the Minister's view that the Speaker has authority and powers under this legislation to direct and control members of various workforces, such as security guards, the parliamentary colleagues or staff working with MPs, and the press gallery? I'm thinking about examples where there could be events happening on the forecourt and members of Parliament might want their EAs and others present. Can the Speaker, under the legislation as it's currently worded, make an order to remove the press gallery, for example, or to require staff to go back inside? The reason I raise this is that, in some of those situations, members of Parliament could feel quite insecure given the volatility at the moment around public protest and polarised views, and parliamentary members may not want to venture on to the forecourt if they don't feel they have adequate support from staff. Equally there is a duty for the fourth estate, the media, in this place to make sure that everything here happens transparently, and it is of great public interest when there are large crowds on the forecourt. I'm not challenging anything that has happened over recent times; it may well be that that is the Minister's understanding, but I question whether the legislation as it's currently worded actually does make that explicit, and whether, if that is his view and if it was the will of the committee, it should be added. If it was not the will of the committee or if there were not public submissions on these very important points, my view would be that the legislation should be read at face value, and that the clarification should be made via an amendment or we should have it on the record what actually the committee came to conclude here. These are not entirely hypothetical situations, which is why I am raising them very respectfully, but I do think that the public interest, the media interest, and also the personal views of MPs when it comes to staff and resourcing and support need to be considered when we're looking at the boundaries that relate to clause 55, which really does confer an awful lot of power on the Speaker, or vested in the Speaker, as is right to have that power, but I think the boundaries need to be extremely clear so that, in those situations, everybody is comfortable and clear about what the rules are, and when they could decline or not follow a direction and when they are required to under this legislation.",INGRID LEARY,2025
"Hopefully I can be helpful on that particular question. It's actually a question I asked at select committee. What we need to remember is that under the new set of rules and under this new legislation, which we'll talk about in Part 7, there's a clear monitoring role and reporting role and the direct reporting is with the CEO of Parliamentary Service. The Speaker of the House has overall authority but doesn't actually carry it out himself or herself. And so it's really important that we recognise that the parliamentary security will be operating in a very professional way under clear rules, and, in fact, the regime for reporting such incidents, and carrying that out, is at arm's length from the Speaker of the",Rt Hon ADRIAN RURAWHE,2025
"The member makes good points, but if I could summarise what is reasonable, the answer is: it depends. That's the beauty of the word ""reasonable"", and it's why it appears multiple times in the statute books and throughout the common law, because what is reasonable in the circumstances is fact specific, and it's impossible, by definition almost, to give a definition. If that makes\'97yeah, for me it works. Historically, the common law has talked about ""the man on the Clapham omnibus"", it's probably inapplicable to New Zealand\'97the Karori trolleybus or electric bus these days\'97what that person thinks is reasonable is the test, and it depends. The short answer is it depends. It's impossible to judge in advance. Yes, it is true that people have to make decisions. That's life. What's important is that there are guard rails and tram lines in place to guide that decision-making process and then, also, that there are checks and balances afterwards. In relation to the other point the member makes, parliamentary service officers can exercise powers only in the parliamentary precinct, a place where select committees are meeting, electorate offices where the chief executive has authorised it.",Hon CHRIS BISHOP,2025
"I move, That debate on this question now close.",DAVID MacLEOD,2025
"Madam Speaker, the committee has considered the Parliament Bill and reports that it has made progress on the bill. The committee also considered the Land Transport Management (Time of Use Charging) Amendment Bill and reports it has made progress\'97",TEMPORARY CHAIRPERSON (Simon Court),2025
"No, I think that one's supposed to say ""no progress"". ""I move""\'97that's the last bit at the bottom.",DEPUTY SPEAKER,2025
"The House has chosen to set aside an hour of its time to debate energy issues, something that says it's a serious issue for this country, something we really need to work on, hopefully, in many ways, in a bipartisan way, because there is much that we can agree on in the energy space. What I want to do, however, is to take this debate first back to defining what some of the issues are in the energy space. When I say to think about it, I thought, well, here are the three broad areas of concern around energy in New Zealand. The first is around supply\'97sufficiency and certainty of supply\'97the second is around pricing, and the third is around climate. So let me just talk through each of those issues and why they are a particular concern for us. I'll start with supply and certainty of supply. Of course, what has been affecting the country today does point to that in some regards. So we know that right at the moment around about 90,000 households are without power. I don't know how many businesses are without power, but, given that many households are out, so many businesses will be too. I heard there's some quite big outages in Southland. There must be some farmers there who are a bit worried about milking and how that's going to happen. Of course, the outages today have been caused by the massive storm through the country. I'm sure that the thoughts of everyone in this House are with the people who are affected directly by the storm and with the workers who are out there trying to get the power back on\'97I know they'll be working hard out there. But that certainty of supply can",Hon Dr DEBORAH RUSSELL,2025
"grateful to her in terms of the investment in Ara Ake, looking at new ways of creating clean energy for the future not just here in New Zealand but around the world. I'm grateful for the work that she did on green hydrogen and what it could look like, what it could do around innovation when it comes to moving heavy freight around the country and around the world. I am grateful that we are looking down at things like people's households. We're looking at people's businesses, we're looking at factories, we're looking at hospitals, we're looking at schools, we're looking at the corner dairy, at the local bakery, and even at this building\'97as the lights flickered as we started this debate, earlier in the afternoon. We need to consider how we do get our energy strategy right. What do we do to ensure that all New Zealanders have access to decent, affordable, and clean energy, so that we continue to be New Zealand ""100% Pure"". We can all do it, if we have the will. We can do anything we want in this Parliament, if the Government has the will\'97they'll find the money",GLEN BENNETT,2025
